experiment,algorithm,param_name,param_value,seed,episode,return
eps_tuning,PPO,eps,0.1,1,232,127.0
eps_tuning,PPO,eps,0.1,1,233,132.0
eps_tuning,PPO,eps,0.1,1,234,122.0
eps_tuning,PPO,eps,0.1,1,235,121.0
eps_tuning,PPO,eps,0.1,1,236,31.0
eps_tuning,PPO,eps,0.1,1,237,126.0
eps_tuning,PPO,eps,0.1,1,238,113.0
eps_tuning,PPO,eps,0.1,1,239,124.0
eps_tuning,PPO,eps,0.1,1,240,133.0
eps_tuning,PPO,eps,0.1,1,241,176.0
eps_tuning,PPO,eps,0.1,1,242,130.0
eps_tuning,PPO,eps,0.1,1,243,116.0
eps_tuning,PPO,eps,0.1,1,244,90.0
eps_tuning,PPO,eps,0.1,1,245,64.0
eps_tuning,PPO,eps,0.1,1,246,82.0
eps_tuning,PPO,eps,0.1,1,247,19.0
eps_tuning,PPO,eps,0.1,1,248,126.0
eps_tuning,PPO,eps,0.1,1,249,120.0
eps_tuning,PPO,eps,0.1,1,250,124.0
eps_tuning,PPO,eps,0.1,1,251,168.0
eps_tuning,PPO,eps,0.1,1,252,173.0
eps_tuning,PPO,eps,0.1,1,253,234.0
eps_tuning,PPO,eps,0.1,1,254,183.0
eps_tuning,PPO,eps,0.1,1,255,170.0
eps_tuning,PPO,eps,0.1,1,256,202.0
eps_tuning,PPO,eps,0.1,1,257,209.0
eps_tuning,PPO,eps,0.1,1,258,489.0
eps_tuning,PPO,eps,0.1,1,259,371.0
eps_tuning,PPO,eps,0.1,1,260,245.0
eps_tuning,PPO,eps,0.1,1,261,247.0
eps_tuning,PPO,eps,0.1,1,262,216.0
eps_tuning,PPO,eps,0.1,1,263,228.0
eps_tuning,PPO,eps,0.1,1,264,264.0
eps_tuning,PPO,eps,0.1,1,265,435.0
eps_tuning,PPO,eps,0.1,1,266,220.0
eps_tuning,PPO,eps,0.1,1,267,181.0
eps_tuning,PPO,eps,0.1,1,268,153.0
eps_tuning,PPO,eps,0.1,1,269,118.0
eps_tuning,PPO,eps,0.1,1,270,168.0
eps_tuning,PPO,eps,0.1,1,271,166.0
eps_tuning,PPO,eps,0.1,1,272,111.0
eps_tuning,PPO,eps,0.1,1,273,150.0
eps_tuning,PPO,eps,0.1,1,274,114.0
eps_tuning,PPO,eps,0.1,1,275,155.0
eps_tuning,PPO,eps,0.1,1,276,162.0
eps_tuning,PPO,eps,0.1,1,277,136.0
eps_tuning,PPO,eps,0.1,1,278,258.0
eps_tuning,PPO,eps,0.1,1,279,107.0
eps_tuning,PPO,eps,0.1,1,280,121.0
eps_tuning,PPO,eps,0.1,1,281,419.0
eps_tuning,PPO,eps,0.1,1,282,116.0
eps_tuning,PPO,eps,0.1,1,283,170.0
eps_tuning,PPO,eps,0.1,1,284,67.0
eps_tuning,PPO,eps,0.1,1,285,87.0
eps_tuning,PPO,eps,0.1,1,286,288.0
eps_tuning,PPO,eps,0.1,1,287,178.0
eps_tuning,PPO,eps,0.1,1,288,132.0
eps_tuning,PPO,eps,0.1,1,289,345.0
eps_tuning,PPO,eps,0.1,1,290,98.0
eps_tuning,PPO,eps,0.1,1,291,249.0
eps_tuning,PPO,eps,0.1,1,292,371.0
eps_tuning,PPO,eps,0.1,1,293,271.0
eps_tuning,PPO,eps,0.1,1,294,232.0
eps_tuning,PPO,eps,0.1,1,295,228.0
eps_tuning,PPO,eps,0.1,1,296,173.0
eps_tuning,PPO,eps,0.1,1,297,145.0
eps_tuning,PPO,eps,0.1,1,298,259.0
eps_tuning,PPO,eps,0.1,1,299,449.0
eps_tuning,PPO,eps,0.1,1,300,214.0
eps_tuning,PPO,eps,0.1,1,301,145.0
eps_tuning,PPO,eps,0.1,1,302,23.0
eps_tuning,PPO,eps,0.1,1,303,430.0
eps_tuning,PPO,eps,0.1,1,304,348.0
eps_tuning,PPO,eps,0.1,1,305,351.0
eps_tuning,PPO,eps,0.1,1,306,348.0
eps_tuning,PPO,eps,0.1,1,307,456.0
eps_tuning,PPO,eps,0.1,1,308,440.0
eps_tuning,PPO,eps,0.1,1,309,439.0
eps_tuning,PPO,eps,0.1,1,310,500.0
eps_tuning,PPO,eps,0.1,1,311,474.0
eps_tuning,PPO,eps,0.1,1,312,500.0
eps_tuning,PPO,eps,0.1,1,313,500.0
eps_tuning,PPO,eps,0.1,1,314,500.0
eps_tuning,PPO,eps,0.1,1,315,500.0
eps_tuning,PPO,eps,0.1,1,316,500.0
eps_tuning,PPO,eps,0.1,1,317,500.0
eps_tuning,PPO,eps,0.1,1,318,500.0
eps_tuning,PPO,eps,0.1,1,319,283.0
eps_tuning,PPO,eps,0.1,1,320,500.0
eps_tuning,PPO,eps,0.1,1,321,500.0
eps_tuning,PPO,eps,0.1,1,322,500.0
eps_tuning,PPO,eps,0.1,1,323,500.0
eps_tuning,PPO,eps,0.1,1,324,500.0
eps_tuning,PPO,eps,0.1,1,325,500.0
eps_tuning,PPO,eps,0.1,1,326,285.0
eps_tuning,PPO,eps,0.1,1,327,409.0
eps_tuning,PPO,eps,0.1,1,328,350.0
eps_tuning,PPO,eps,0.1,1,329,303.0
eps_tuning,PPO,eps,0.1,1,330,323.0
eps_tuning,PPO,eps,0.1,1,331,127.0
eps_tuning,PPO,eps,0.1,1,332,17.0
eps_tuning,PPO,eps,0.1,1,333,89.0
eps_tuning,PPO,eps,0.1,1,334,189.0
eps_tuning,PPO,eps,0.1,1,335,149.0
eps_tuning,PPO,eps,0.1,1,336,127.0
eps_tuning,PPO,eps,0.1,1,337,182.0
eps_tuning,PPO,eps,0.1,1,338,194.0
eps_tuning,PPO,eps,0.1,1,339,145.0
eps_tuning,PPO,eps,0.1,1,340,152.0
eps_tuning,PPO,eps,0.1,1,341,110.0
eps_tuning,PPO,eps,0.1,1,342,130.0
eps_tuning,PPO,eps,0.1,1,343,200.0
eps_tuning,PPO,eps,0.1,1,344,223.0
eps_tuning,PPO,eps,0.1,1,345,260.0
eps_tuning,PPO,eps,0.1,1,346,265.0
eps_tuning,PPO,eps,0.1,1,347,269.0
eps_tuning,PPO,eps,0.1,1,348,403.0
eps_tuning,PPO,eps,0.1,1,349,186.0
eps_tuning,PPO,eps,0.1,1,350,379.0
eps_tuning,PPO,eps,0.1,1,351,500.0
eps_tuning,PPO,eps,0.1,1,352,500.0
eps_tuning,PPO,eps,0.1,1,353,324.0
eps_tuning,PPO,eps,0.1,1,354,437.0
eps_tuning,PPO,eps,0.1,1,355,450.0
eps_tuning,PPO,eps,0.1,1,356,500.0
eps_tuning,PPO,eps,0.1,1,357,500.0
eps_tuning,PPO,eps,0.1,1,358,500.0
eps_tuning,PPO,eps,0.1,1,359,500.0
eps_tuning,PPO,eps,0.1,1,360,500.0
eps_tuning,PPO,eps,0.1,1,361,500.0
eps_tuning,PPO,eps,0.1,1,362,500.0
eps_tuning,PPO,eps,0.1,1,363,500.0
eps_tuning,PPO,eps,0.1,1,364,500.0
eps_tuning,PPO,eps,0.1,1,365,443.0
eps_tuning,PPO,eps,0.1,1,366,500.0
eps_tuning,PPO,eps,0.1,1,367,500.0
eps_tuning,PPO,eps,0.1,1,368,500.0
eps_tuning,PPO,eps,0.1,1,369,500.0
eps_tuning,PPO,eps,0.1,1,370,500.0
eps_tuning,PPO,eps,0.1,1,371,500.0
eps_tuning,PPO,eps,0.1,1,372,500.0
eps_tuning,PPO,eps,0.1,1,373,500.0
eps_tuning,PPO,eps,0.1,1,374,500.0
eps_tuning,PPO,eps,0.1,1,375,500.0
eps_tuning,PPO,eps,0.1,1,376,500.0
eps_tuning,PPO,eps,0.1,1,377,431.0
eps_tuning,PPO,eps,0.1,1,378,500.0
eps_tuning,PPO,eps,0.1,1,379,500.0
eps_tuning,PPO,eps,0.1,1,380,500.0
eps_tuning,PPO,eps,0.1,1,381,500.0
eps_tuning,PPO,eps,0.1,1,382,500.0
eps_tuning,PPO,eps,0.1,1,383,500.0
eps_tuning,PPO,eps,0.1,1,384,500.0
eps_tuning,PPO,eps,0.1,1,385,500.0
eps_tuning,PPO,eps,0.1,1,386,500.0
eps_tuning,PPO,eps,0.1,1,387,500.0
eps_tuning,PPO,eps,0.1,1,388,500.0
eps_tuning,PPO,eps,0.1,1,389,500.0
eps_tuning,PPO,eps,0.1,1,390,500.0
eps_tuning,PPO,eps,0.1,1,391,500.0
eps_tuning,PPO,eps,0.1,1,392,159.0
eps_tuning,PPO,eps,0.1,1,393,500.0
eps_tuning,PPO,eps,0.1,1,394,262.0
eps_tuning,PPO,eps,0.1,1,395,500.0
eps_tuning,PPO,eps,0.1,1,396,500.0
eps_tuning,PPO,eps,0.1,1,397,91.0
eps_tuning,PPO,eps,0.1,1,398,500.0
eps_tuning,PPO,eps,0.1,1,399,500.0
eps_tuning,PPO,eps,0.1,1,400,500.0
eps_tuning,PPO,eps,0.1,1,401,500.0
eps_tuning,PPO,eps,0.1,1,402,500.0
eps_tuning,PPO,eps,0.1,1,403,500.0
eps_tuning,PPO,eps,0.1,1,404,500.0
eps_tuning,PPO,eps,0.1,1,405,500.0
eps_tuning,PPO,eps,0.1,1,406,500.0
eps_tuning,PPO,eps,0.1,1,407,500.0
eps_tuning,PPO,eps,0.1,1,408,500.0
eps_tuning,PPO,eps,0.1,1,409,500.0
eps_tuning,PPO,eps,0.1,1,410,500.0
eps_tuning,PPO,eps,0.1,1,411,500.0
eps_tuning,PPO,eps,0.1,1,412,500.0
eps_tuning,PPO,eps,0.1,1,413,500.0
eps_tuning,PPO,eps,0.1,1,414,500.0
eps_tuning,PPO,eps,0.1,1,415,500.0
eps_tuning,PPO,eps,0.1,1,416,500.0
eps_tuning,PPO,eps,0.1,1,417,500.0
eps_tuning,PPO,eps,0.1,1,418,500.0
eps_tuning,PPO,eps,0.1,1,419,500.0
eps_tuning,PPO,eps,0.1,1,420,500.0
eps_tuning,PPO,eps,0.1,1,421,500.0
eps_tuning,PPO,eps,0.1,1,422,500.0
eps_tuning,PPO,eps,0.1,1,423,500.0
eps_tuning,PPO,eps,0.1,1,424,500.0
eps_tuning,PPO,eps,0.1,1,425,500.0
eps_tuning,PPO,eps,0.1,1,426,500.0
eps_tuning,PPO,eps,0.1,1,427,500.0
eps_tuning,PPO,eps,0.1,1,428,500.0
eps_tuning,PPO,eps,0.1,1,429,500.0
eps_tuning,PPO,eps,0.1,1,430,500.0
eps_tuning,PPO,eps,0.1,1,431,500.0
eps_tuning,PPO,eps,0.1,1,432,500.0
eps_tuning,PPO,eps,0.1,1,433,500.0
eps_tuning,PPO,eps,0.1,1,434,500.0
eps_tuning,PPO,eps,0.1,1,435,500.0
eps_tuning,PPO,eps,0.1,1,436,500.0
eps_tuning,PPO,eps,0.1,1,437,500.0
eps_tuning,PPO,eps,0.1,1,438,500.0
eps_tuning,PPO,eps,0.1,1,439,500.0
eps_tuning,PPO,eps,0.1,1,440,500.0
eps_tuning,PPO,eps,0.1,1,441,500.0
eps_tuning,PPO,eps,0.1,1,442,500.0
eps_tuning,PPO,eps,0.1,1,443,500.0
eps_tuning,PPO,eps,0.1,1,444,500.0
eps_tuning,PPO,eps,0.1,1,445,500.0
eps_tuning,PPO,eps,0.1,1,446,500.0
eps_tuning,PPO,eps,0.1,1,447,500.0
eps_tuning,PPO,eps,0.1,1,448,500.0
eps_tuning,PPO,eps,0.1,1,449,500.0
eps_tuning,PPO,eps,0.1,1,450,500.0
eps_tuning,PPO,eps,0.1,1,451,500.0
eps_tuning,PPO,eps,0.1,1,452,500.0
eps_tuning,PPO,eps,0.1,1,453,500.0
eps_tuning,PPO,eps,0.1,1,454,500.0
eps_tuning,PPO,eps,0.1,1,455,500.0
eps_tuning,PPO,eps,0.1,1,456,500.0
eps_tuning,PPO,eps,0.1,1,457,500.0
eps_tuning,PPO,eps,0.1,1,458,500.0
eps_tuning,PPO,eps,0.1,1,459,500.0
eps_tuning,PPO,eps,0.1,1,460,500.0
eps_tuning,PPO,eps,0.1,1,461,500.0
eps_tuning,PPO,eps,0.1,1,462,500.0
eps_tuning,PPO,eps,0.1,1,463,500.0
eps_tuning,PPO,eps,0.1,1,464,500.0
eps_tuning,PPO,eps,0.1,1,465,500.0
eps_tuning,PPO,eps,0.1,1,466,500.0
eps_tuning,PPO,eps,0.1,1,467,500.0
eps_tuning,PPO,eps,0.1,1,468,500.0
eps_tuning,PPO,eps,0.1,1,469,500.0
eps_tuning,PPO,eps,0.1,1,470,500.0
eps_tuning,PPO,eps,0.1,1,471,500.0
eps_tuning,PPO,eps,0.1,1,472,500.0
eps_tuning,PPO,eps,0.1,1,473,500.0
eps_tuning,PPO,eps,0.1,1,474,500.0
eps_tuning,PPO,eps,0.1,1,475,500.0
eps_tuning,PPO,eps,0.1,1,476,500.0
eps_tuning,PPO,eps,0.1,1,477,500.0
eps_tuning,PPO,eps,0.1,1,478,500.0
eps_tuning,PPO,eps,0.1,1,479,500.0
eps_tuning,PPO,eps,0.1,1,480,500.0
eps_tuning,PPO,eps,0.1,1,481,500.0
eps_tuning,PPO,eps,0.1,1,482,500.0
eps_tuning,PPO,eps,0.1,1,483,500.0
eps_tuning,PPO,eps,0.1,1,484,500.0
eps_tuning,PPO,eps,0.1,1,485,500.0
eps_tuning,PPO,eps,0.1,1,486,500.0
eps_tuning,PPO,eps,0.1,1,487,500.0
eps_tuning,PPO,eps,0.1,1,488,500.0
eps_tuning,PPO,eps,0.1,1,489,500.0
eps_tuning,PPO,eps,0.1,1,490,500.0
eps_tuning,PPO,eps,0.1,1,491,500.0
eps_tuning,PPO,eps,0.1,1,492,500.0
eps_tuning,PPO,eps,0.1,1,493,500.0
eps_tuning,PPO,eps,0.1,1,494,500.0
eps_tuning,PPO,eps,0.1,1,495,500.0
eps_tuning,PPO,eps,0.1,1,496,500.0
eps_tuning,PPO,eps,0.1,1,497,500.0
eps_tuning,PPO,eps,0.1,1,498,500.0
eps_tuning,PPO,eps,0.1,1,499,500.0
eps_tuning,PPO,eps,0.1,2,0,27.0
eps_tuning,PPO,eps,0.1,2,1,33.0
eps_tuning,PPO,eps,0.1,2,2,42.0
eps_tuning,PPO,eps,0.1,2,3,21.0
eps_tuning,PPO,eps,0.1,2,4,33.0
eps_tuning,PPO,eps,0.1,2,5,62.0
eps_tuning,PPO,eps,0.1,2,6,40.0
eps_tuning,PPO,eps,0.1,2,7,71.0
eps_tuning,PPO,eps,0.1,2,8,25.0
eps_tuning,PPO,eps,0.1,2,9,30.0
eps_tuning,PPO,eps,0.1,2,10,25.0
eps_tuning,PPO,eps,0.1,2,11,115.0
eps_tuning,PPO,eps,0.1,2,12,29.0
eps_tuning,PPO,eps,0.1,2,13,26.0
eps_tuning,PPO,eps,0.1,2,14,57.0
eps_tuning,PPO,eps,0.1,2,15,252.0
eps_tuning,PPO,eps,0.1,2,16,53.0
eps_tuning,PPO,eps,0.1,2,17,57.0
eps_tuning,PPO,eps,0.1,2,18,52.0
eps_tuning,PPO,eps,0.1,2,19,58.0
eps_tuning,PPO,eps,0.1,2,20,48.0
eps_tuning,PPO,eps,0.1,2,21,54.0
eps_tuning,PPO,eps,0.1,2,22,91.0
eps_tuning,PPO,eps,0.1,2,23,133.0
eps_tuning,PPO,eps,0.1,2,24,48.0
eps_tuning,PPO,eps,0.1,2,25,98.0
eps_tuning,PPO,eps,0.1,2,26,47.0
eps_tuning,PPO,eps,0.1,2,27,58.0
eps_tuning,PPO,eps,0.1,2,28,171.0
eps_tuning,PPO,eps,0.1,2,29,128.0
eps_tuning,PPO,eps,0.1,2,30,194.0
eps_tuning,PPO,eps,0.1,2,31,134.0
eps_tuning,PPO,eps,0.1,2,32,184.0
eps_tuning,PPO,eps,0.1,2,33,193.0
eps_tuning,PPO,eps,0.1,2,34,148.0
eps_tuning,PPO,eps,0.1,2,35,171.0
eps_tuning,PPO,eps,0.1,2,36,52.0
eps_tuning,PPO,eps,0.1,2,37,114.0
eps_tuning,PPO,eps,0.1,2,38,110.0
eps_tuning,PPO,eps,0.1,2,39,100.0
eps_tuning,PPO,eps,0.1,2,40,167.0
eps_tuning,PPO,eps,0.1,2,41,124.0
eps_tuning,PPO,eps,0.1,2,42,45.0
eps_tuning,PPO,eps,0.1,2,43,112.0
eps_tuning,PPO,eps,0.1,2,44,269.0
eps_tuning,PPO,eps,0.1,2,45,322.0
eps_tuning,PPO,eps,0.1,2,46,272.0
eps_tuning,PPO,eps,0.1,2,47,403.0
eps_tuning,PPO,eps,0.1,2,48,84.0
eps_tuning,PPO,eps,0.1,2,49,56.0
eps_tuning,PPO,eps,0.1,2,50,316.0
eps_tuning,PPO,eps,0.1,2,51,232.0
eps_tuning,PPO,eps,0.1,2,52,74.0
eps_tuning,PPO,eps,0.1,2,53,189.0
eps_tuning,PPO,eps,0.1,2,54,236.0
eps_tuning,PPO,eps,0.1,2,55,348.0
eps_tuning,PPO,eps,0.1,2,56,101.0
eps_tuning,PPO,eps,0.1,2,57,141.0
eps_tuning,PPO,eps,0.1,2,58,81.0
eps_tuning,PPO,eps,0.1,2,59,293.0
eps_tuning,PPO,eps,0.1,2,60,362.0
eps_tuning,PPO,eps,0.1,2,61,128.0
eps_tuning,PPO,eps,0.1,2,62,245.0
eps_tuning,PPO,eps,0.1,2,63,143.0
eps_tuning,PPO,eps,0.1,2,64,43.0
eps_tuning,PPO,eps,0.1,2,65,279.0
eps_tuning,PPO,eps,0.1,2,66,490.0
eps_tuning,PPO,eps,0.1,2,67,291.0
eps_tuning,PPO,eps,0.1,2,68,298.0
eps_tuning,PPO,eps,0.1,2,69,216.0
eps_tuning,PPO,eps,0.1,2,70,272.0
eps_tuning,PPO,eps,0.1,2,71,168.0
eps_tuning,PPO,eps,0.1,2,72,207.0
eps_tuning,PPO,eps,0.1,2,73,202.0
eps_tuning,PPO,eps,0.1,2,74,155.0
eps_tuning,PPO,eps,0.1,2,75,34.0
eps_tuning,PPO,eps,0.1,2,76,412.0
eps_tuning,PPO,eps,0.1,2,77,500.0
eps_tuning,PPO,eps,0.1,2,78,225.0
eps_tuning,PPO,eps,0.1,2,79,407.0
eps_tuning,PPO,eps,0.1,2,80,241.0
eps_tuning,PPO,eps,0.1,2,81,270.0
eps_tuning,PPO,eps,0.1,2,82,197.0
eps_tuning,PPO,eps,0.1,2,83,135.0
eps_tuning,PPO,eps,0.1,2,84,135.0
eps_tuning,PPO,eps,0.1,2,85,156.0
eps_tuning,PPO,eps,0.1,2,86,128.0
eps_tuning,PPO,eps,0.1,2,87,148.0
eps_tuning,PPO,eps,0.1,2,88,103.0
eps_tuning,PPO,eps,0.1,2,89,149.0
eps_tuning,PPO,eps,0.1,2,90,134.0
eps_tuning,PPO,eps,0.1,2,91,29.0
eps_tuning,PPO,eps,0.1,2,92,84.0
eps_tuning,PPO,eps,0.1,2,93,148.0
eps_tuning,PPO,eps,0.1,2,94,181.0
eps_tuning,PPO,eps,0.1,2,95,171.0
eps_tuning,PPO,eps,0.1,2,96,199.0
eps_tuning,PPO,eps,0.1,2,97,309.0
eps_tuning,PPO,eps,0.1,2,98,256.0
eps_tuning,PPO,eps,0.1,2,99,223.0
eps_tuning,PPO,eps,0.1,2,100,255.0
eps_tuning,PPO,eps,0.1,2,101,241.0
eps_tuning,PPO,eps,0.1,2,102,210.0
eps_tuning,PPO,eps,0.1,2,103,258.0
eps_tuning,PPO,eps,0.1,2,104,184.0
eps_tuning,PPO,eps,0.1,2,105,205.0
eps_tuning,PPO,eps,0.1,2,106,171.0
eps_tuning,PPO,eps,0.1,2,107,159.0
eps_tuning,PPO,eps,0.1,2,108,147.0
eps_tuning,PPO,eps,0.1,2,109,138.0
eps_tuning,PPO,eps,0.1,2,110,137.0
eps_tuning,PPO,eps,0.1,2,111,196.0
eps_tuning,PPO,eps,0.1,2,112,157.0
eps_tuning,PPO,eps,0.1,2,113,114.0
eps_tuning,PPO,eps,0.1,2,114,151.0
eps_tuning,PPO,eps,0.1,2,115,185.0
eps_tuning,PPO,eps,0.1,2,116,155.0
eps_tuning,PPO,eps,0.1,2,117,158.0
eps_tuning,PPO,eps,0.1,2,118,177.0
eps_tuning,PPO,eps,0.1,2,119,85.0
eps_tuning,PPO,eps,0.1,2,120,163.0
eps_tuning,PPO,eps,0.1,2,121,158.0
eps_tuning,PPO,eps,0.1,2,122,154.0
eps_tuning,PPO,eps,0.1,2,123,135.0
eps_tuning,PPO,eps,0.1,2,124,169.0
eps_tuning,PPO,eps,0.1,2,125,170.0
eps_tuning,PPO,eps,0.1,2,126,175.0
eps_tuning,PPO,eps,0.1,2,127,207.0
eps_tuning,PPO,eps,0.1,2,128,121.0
eps_tuning,PPO,eps,0.1,2,129,303.0
eps_tuning,PPO,eps,0.1,2,130,315.0
eps_tuning,PPO,eps,0.1,2,131,473.0
eps_tuning,PPO,eps,0.1,2,132,500.0
eps_tuning,PPO,eps,0.1,2,133,390.0
eps_tuning,PPO,eps,0.1,2,134,287.0
eps_tuning,PPO,eps,0.1,2,135,356.0
eps_tuning,PPO,eps,0.1,2,136,101.0
eps_tuning,PPO,eps,0.1,2,137,163.0
eps_tuning,PPO,eps,0.1,2,138,131.0
eps_tuning,PPO,eps,0.1,2,139,42.0
eps_tuning,PPO,eps,0.1,2,140,35.0
eps_tuning,PPO,eps,0.1,2,141,69.0
eps_tuning,PPO,eps,0.1,2,142,47.0
eps_tuning,PPO,eps,0.1,2,143,11.0
eps_tuning,PPO,eps,0.1,2,144,124.0
eps_tuning,PPO,eps,0.1,2,145,147.0
eps_tuning,PPO,eps,0.1,2,146,162.0
eps_tuning,PPO,eps,0.1,2,147,14.0
eps_tuning,PPO,eps,0.1,2,148,200.0
eps_tuning,PPO,eps,0.1,2,149,174.0
eps_tuning,PPO,eps,0.1,2,150,208.0
eps_tuning,PPO,eps,0.1,2,151,153.0
eps_tuning,PPO,eps,0.1,2,152,97.0
eps_tuning,PPO,eps,0.1,2,153,76.0
eps_tuning,PPO,eps,0.1,2,154,129.0
eps_tuning,PPO,eps,0.1,2,155,75.0
eps_tuning,PPO,eps,0.1,2,156,89.0
eps_tuning,PPO,eps,0.1,2,157,11.0
eps_tuning,PPO,eps,0.1,2,158,59.0
eps_tuning,PPO,eps,0.1,2,159,106.0
eps_tuning,PPO,eps,0.1,2,160,96.0
eps_tuning,PPO,eps,0.1,2,161,187.0
eps_tuning,PPO,eps,0.1,2,162,46.0
eps_tuning,PPO,eps,0.1,2,163,143.0
eps_tuning,PPO,eps,0.1,2,164,214.0
eps_tuning,PPO,eps,0.1,2,165,273.0
eps_tuning,PPO,eps,0.1,2,166,120.0
eps_tuning,PPO,eps,0.1,2,167,150.0
eps_tuning,PPO,eps,0.1,2,168,182.0
eps_tuning,PPO,eps,0.1,2,169,85.0
eps_tuning,PPO,eps,0.1,2,170,152.0
eps_tuning,PPO,eps,0.1,2,171,111.0
eps_tuning,PPO,eps,0.1,2,172,130.0
eps_tuning,PPO,eps,0.1,2,173,167.0
eps_tuning,PPO,eps,0.1,2,174,115.0
eps_tuning,PPO,eps,0.1,2,175,129.0
eps_tuning,PPO,eps,0.1,2,176,87.0
eps_tuning,PPO,eps,0.1,2,177,87.0
eps_tuning,PPO,eps,0.1,2,178,103.0
eps_tuning,PPO,eps,0.1,2,179,76.0
eps_tuning,PPO,eps,0.1,2,180,99.0
eps_tuning,PPO,eps,0.1,2,181,118.0
eps_tuning,PPO,eps,0.1,2,182,107.0
eps_tuning,PPO,eps,0.1,2,183,128.0
eps_tuning,PPO,eps,0.1,2,184,85.0
eps_tuning,PPO,eps,0.1,2,185,146.0
eps_tuning,PPO,eps,0.1,2,186,80.0
eps_tuning,PPO,eps,0.1,2,187,48.0
eps_tuning,PPO,eps,0.1,2,188,88.0
eps_tuning,PPO,eps,0.1,2,189,92.0
eps_tuning,PPO,eps,0.1,2,190,115.0
eps_tuning,PPO,eps,0.1,2,191,272.0
eps_tuning,PPO,eps,0.1,2,192,156.0
eps_tuning,PPO,eps,0.1,2,193,151.0
eps_tuning,PPO,eps,0.1,2,194,74.0
eps_tuning,PPO,eps,0.1,2,195,111.0
eps_tuning,PPO,eps,0.1,2,196,166.0
eps_tuning,PPO,eps,0.1,2,197,172.0
eps_tuning,PPO,eps,0.1,2,198,180.0
eps_tuning,PPO,eps,0.1,2,199,97.0
eps_tuning,PPO,eps,0.1,2,200,129.0
eps_tuning,PPO,eps,0.1,2,201,54.0
eps_tuning,PPO,eps,0.1,2,202,339.0
eps_tuning,PPO,eps,0.1,2,203,74.0
eps_tuning,PPO,eps,0.1,2,204,74.0
eps_tuning,PPO,eps,0.1,2,205,184.0
eps_tuning,PPO,eps,0.1,2,206,98.0
eps_tuning,PPO,eps,0.1,2,207,190.0
eps_tuning,PPO,eps,0.1,2,208,184.0
eps_tuning,PPO,eps,0.1,2,209,196.0
eps_tuning,PPO,eps,0.1,2,210,147.0
eps_tuning,PPO,eps,0.1,2,211,170.0
eps_tuning,PPO,eps,0.1,2,212,182.0
eps_tuning,PPO,eps,0.1,2,213,212.0
eps_tuning,PPO,eps,0.1,2,214,242.0
eps_tuning,PPO,eps,0.1,2,215,254.0
eps_tuning,PPO,eps,0.1,2,216,133.0
eps_tuning,PPO,eps,0.1,2,217,260.0
eps_tuning,PPO,eps,0.1,2,218,234.0
eps_tuning,PPO,eps,0.1,2,219,265.0
eps_tuning,PPO,eps,0.1,2,220,170.0
eps_tuning,PPO,eps,0.1,2,221,309.0
eps_tuning,PPO,eps,0.1,2,222,154.0
eps_tuning,PPO,eps,0.1,2,223,385.0
eps_tuning,PPO,eps,0.1,2,224,44.0
eps_tuning,PPO,eps,0.1,2,225,134.0
eps_tuning,PPO,eps,0.1,2,226,234.0
eps_tuning,PPO,eps,0.1,2,227,182.0
eps_tuning,PPO,eps,0.1,2,228,148.0
eps_tuning,PPO,eps,0.1,2,229,223.0
eps_tuning,PPO,eps,0.1,2,230,204.0
eps_tuning,PPO,eps,0.1,2,231,166.0
eps_tuning,PPO,eps,0.1,2,232,143.0
eps_tuning,PPO,eps,0.1,2,233,96.0
eps_tuning,PPO,eps,0.1,2,234,104.0
eps_tuning,PPO,eps,0.1,2,235,170.0
eps_tuning,PPO,eps,0.1,2,236,158.0
eps_tuning,PPO,eps,0.1,2,237,143.0
eps_tuning,PPO,eps,0.1,2,238,164.0
eps_tuning,PPO,eps,0.1,2,239,154.0
eps_tuning,PPO,eps,0.1,2,240,132.0
eps_tuning,PPO,eps,0.1,2,241,104.0
eps_tuning,PPO,eps,0.1,2,242,113.0
eps_tuning,PPO,eps,0.1,2,243,26.0
eps_tuning,PPO,eps,0.1,2,244,126.0
eps_tuning,PPO,eps,0.1,2,245,97.0
eps_tuning,PPO,eps,0.1,2,246,118.0
eps_tuning,PPO,eps,0.1,2,247,85.0
eps_tuning,PPO,eps,0.1,2,248,143.0
eps_tuning,PPO,eps,0.1,2,249,119.0
eps_tuning,PPO,eps,0.1,2,250,143.0
eps_tuning,PPO,eps,0.1,2,251,102.0
eps_tuning,PPO,eps,0.1,2,252,163.0
eps_tuning,PPO,eps,0.1,2,253,220.0
eps_tuning,PPO,eps,0.1,2,254,221.0
eps_tuning,PPO,eps,0.1,2,255,255.0
eps_tuning,PPO,eps,0.1,2,256,317.0
eps_tuning,PPO,eps,0.1,2,257,246.0
eps_tuning,PPO,eps,0.1,2,258,436.0
eps_tuning,PPO,eps,0.1,2,259,160.0
eps_tuning,PPO,eps,0.1,2,260,136.0
eps_tuning,PPO,eps,0.1,2,261,120.0
eps_tuning,PPO,eps,0.1,2,262,82.0
eps_tuning,PPO,eps,0.1,2,263,500.0
eps_tuning,PPO,eps,0.1,2,264,145.0
eps_tuning,PPO,eps,0.1,2,265,426.0
eps_tuning,PPO,eps,0.1,2,266,500.0
eps_tuning,PPO,eps,0.1,2,267,223.0
eps_tuning,PPO,eps,0.1,2,268,320.0
